Zip,Median,Mean,Pop,Wealth,Ratio
26534,43428,47714,789,4285,0.10
26537,38071,48810,5721,10738,0.28
26541,38979,51880,2624,12901,0.33
26542,45422,56562,2547,11139,0.25
26543,39657,49260,252,9602,0.24
26547,44340,50116,2376,5775,0.13
26554,40780,50275,41369,9494,0.23
26559,45969,50996,1269,5026,0.11
26560,41237,55700,227,14463,0.35
26562,40249,51338,634,11089,0.28
26563,39583,48230,381,8647,0.22
26568,32788,49407,679,16619,0.51
26570,43084,53488,3595,10403,0.24
26571,38765,48096,1833,9331,0.24
26572,37175,45707,136,8531,0.23
26574,41237,55700,664,14463,0.35
26575,35917,51389,827,15472,0.43
26576,39583,48230,608,8647,0.22
26581,35980,49374,1104,13394,0.37
26582,36129,43589,5335,7459,0.21
26585,32879,41163,479,8284,0.25
26586,40669,46977,209,6307,0.16
26587,37995,48269,432,10274,0.27
26588,42023,55894,2611,13871,0.33
26590,47197,57706,791,10509,0.22
26591,37421,47484,1511,10063,0.27
26601,31659,42533,4898,10873,0.34
26610,44530,60675,1090,16145,0.36
26611,26210,39339,224,13129,0.50
26615,34519,41870,245,7351,0.21
26617,32060,44272,187,12212,0.38
26619,34332,41753,606,7421,0.22
26621,34519,41870,757,7351,0.21
26623,31068,40324,1189,9256,0.30
26624,31205,39799,2950,8593,0.28
26627,34519,41870,447,7351,0.21
26629,30523,42835,309,12312,0.40
26631,34519,41870,352,7351,0.21
26636,28026,39338,487,11312,0.40
26638,25695,38712,178,13016,0.51
26651,41950,53322,9650,11372,0.27
26656,40660,46092,401,5431,0.13
26660,28799,38176,255,9376,0.33
26662,37846,49442,1154,11596,0.31
26676,37846,49442,435,11596,0.31
26678,45408,51666,1247,6258,0.14
26679,45217,51610,1896,6393,0.14
26680,36739,42344,340,5604,0.15
26681,37846,49442,1486,11596,0.31
26684,45408,51666,116,6258,0.14
26690,36137,43252,584,7114,0.20
26691,36091,48430,417,12338,0.34
26704,33575,42575,5663,8999,0.27
26705,36894,40518,1077,3624,0.10
26707,40822,48457,344,7635,0.19
26710,39350,49157,2133,9807,0.25
26711,32583,42906,2655,10322,0.32
26714,30827,41063,482,10236,0.33
26716,36894,40518,706,3624,0.10
26717,29556,38169,1170,8612,0.29
26719,54225,69614,2785,15389,0.28
26720,40822,48457,174,7635,0.19
26722,30097,37466,599,7368,0.24
26726,33472,44751,13306,11279,0.34
26731,40822,48457,382,7635,0.19
26739,40822,48457,889,7635,0.19
26743,35855,44634,1613,8779,0.24
26750,27407,36186,891,8779,0.32
26753,46729,58402,6254,11672,0.25
26755,34411,42986,833,8575,0.25
26757,30793,39325,6464,8532,0.28
26761,33525,43547,685,10021,0.30
26763,35979,43943,1540,7964,0.22
26764,38582,45867,4220,7284,0.19
26767,34958,41339,768,6381,0.18
26801,31750,39373,1118,7622,0.24
26802,29224,40441,1357,11217,0.38
26804,33525,41838,709,8313,0.25
26807,36624,44193,2947,7568,0.21
26808,30827,41063,967,10236,0.33
26810,30055,38162,329,8106,0.27
26812,33058,42177,1705,9118,0.28
26814,33438,41776,415,8338,0.25
26815,30645,41162,646,10516,0.34
26817,36024,46516,443,10492,0.29
26818,39524,48590,709,9066,0.23
26823,30827,41063,198,10236,0.33
26833,43979,48612,2309,4632,0.11
26836,32282,41154,6578,8872,0.27
26845,37007,43128,898,6121,0.17
26847,34097,43684,6277,9587,0.28
26851,36640,42987,2180,6346,0.17
26852,29654,38187,869,8532,0.29
26855,44510,48232,826,3721,0.08
26865,30827,41063,248,10236,0.33
26866,37225,44497,929,7272,0.20
26884,33438,41776,625,8338,0.25
27006,66031,80213,10879,14182,0.21
27007,43493,52929,2086,9436,0.22
27009,63202,73083,2160,9880,0.16
27011,43177,52089,5234,8911,0.21
27012,66970,86383,21096,19413,0.29
27013,47523,52123,5645,4600,0.10
27014,36076,49185,810,13109,0.36
27016,44327,50334,1890,6006,0.14
27017,35937,48725,8721,12787,0.36
27018,38361,47557,7292,9196,0.24
27019,45863,56497,4044,10634,0.23
27020,38275,50511,6232,12235,0.32
27021,41870,54177,16193,12307,0.29
27022,43545,49147,1532,5601,0.13
27023,74712,96470,10580,21758,0.29
27024,32835,43681,2550,10845,0.33
27025,45753,53506,10847,7752,0.17
27027,32916,43426,4330,10509,0.32
27028,46025,58699,22831,12674,0.28
27030,36383,46843,37851,10460,0.29
27040,64846,73432,9532,8585,0.13
27041,43057,55153,6712,12096,0.28
27042,45113,48040,840,2926,0.06
27043,44858,58174,6182,13315,0.30
27045,52888,57066,7539,4177,0.08
27046,45262,48011,2016,2749,0.06
27047,46940,58129,1108,11189,0.24
27048,41395,48729,8478,7334,0.18
27050,50740,60975,3602,10234,0.20
27051,47321,53220,6738,5898,0.12
27052,46004,54843,10475,8838,0.19
27053,32613,42828,2942,10215,0.31
27054,49561,53047,2639,3486,0.07
27055,42028,53327,13169,11299,0.27
27101,29327,41043,19488,11716,0.40
27103,43069,55562,26901,12493,0.29
27104,72483,98543,26772,26059,0.36
27105,31582,39640,40037,8057,0.26
27106,57245,77159,39782,19913,0.35
27107,44933,52884,38461,7951,0.18
27109,36339,82203,2517,45864,1.26
27110,22331,31546,1141,9215,0.41
27127,43639,52386,26035,8747,0.20
27201,41723,61335,63,19612,0.47
27203,29743,37802,20050,8058,0.27
27205,43657,57012,29991,13354,0.31
27207,47432,54671,3498,7238,0.15
27208,40434,49959,1656,9525,0.24
27209,33975,40924,3769,6949,0.20
27212,28521,33789,2026,5268,0.18
27214,57776,74062,6723,16286,0.28
27215,47120,58480,33240,11360,0.24
27217,36229,46877,34390,10647,0.29
27229,29102,35123,3610,6021,0.21
27231,64153,68399,2033,4246,0.07
27233,51253,65360,3119,14107,0.28
27235,84037,98038,2411,14001,0.17
27239,39742,51999,8598,12256,0.31
27242,52228,64756,2261,12527,0.24
27243,54963,65810,3679,10847,0.20
27244,46303,61089,11522,14785,0.32
27248,44268,51346,4392,7078,0.16
27249,52270,60821,10467,8550,0.16
27252,53374,59655,1960,6280,0.12
27253,46732,54680,26019,7947,0.17
27258,50254,58177,5116,7923,0.16
27260,23846,29266,25307,5420,0.23
27262,38928,51822,23476,12893,0.33
27263,38503,54604,18667,16100,0.42
27265,60162,72798,32491,12636,0.21
27278,60583,78181,20634,17598,0.29
27281,42710,53258,2546,10548,0.25
27282,73811,86998,13523,13186,0.18
27283,53737,65915,3153,12177,0.23
27284,58144,70150,41409,12005,0.21
27288,35328,44830,24575,9501,0.27
27291,42369,53183,1824,10813,0.26
27292,38743,48909,38995,10166,0.26
27295,46882,55688,33988,8806,0.19
27298,41936,52809,9487,10872,0.26
27299,44331,50971,4558,6640,0.15
27301,49417,59958,5772,10540,0.21
27302,48630,58789,20988,10158,0.21
27305,1018,1296,33,277,0.27
27306,28241,44440,6356,16198,0.57
27310,86256,102942,4139,16685,0.19
27311,39100,47560,3513,8459,0.22
27312,59199,71545,13181,12345,0.21
27313,50185,62970,6311,12785,0.25
27314,39209,49079,827,9870,0.25
27315,38222,46765,2136,8542,0.22
27316,39106,48205,6759,9098,0.23
27317,40036,50600,14200,10563,0.26
27320,42069,51834,38057,9764,0.23
27325,35901,44811,6751,8910,0.25
27326,42139,50023,3913,7884,0.19
27330,46024,55707,32135,9683,0.21
27332,46698,52191,22584,5493,0.12
27341,38103,50444,4996,12340,0.32
27343,31033,39478,1261,8444,0.27
27344,41327,50892,15883,9564,0.23
27349,48525,57907,4675,9382,0.19
27350,45275,61444,6395,16168,0.36
27355,41071,49189,2493,8117,0.20
27356,33544,41981,2968,8437,0.25
27357,55680,64772,6412,9092,0.16
27358,81222,95917,10196,14694,0.18
27360,40827,48525,41992,7697,0.19
27370,50192,62970,14761,12778,0.25
27371,38289,55832,8207,17542,0.46
27376,52821,67056,7742,14234,0.27
27377,53742,67923,3834,14180,0.26
27379,34861,41493,4996,6632,0.19
27401,26808,32835,20661,6027,0.22
27403,35795,50322,22227,14526,0.41
27405,34154,44940,39112,10786,0.32
27406,39911,50237,49827,10326,0.26
27407,50593,61019,42870,10426,0.21
27408,67649,100193,17512,32543,0.48
27409,44766,57596,12892,12830,0.29
27410,66907,87651,44693,20743,0.31
27455,60373,82941,22647,22568,0.37
27501,48611,57017,13114,8406,0.17
27502,81357,91029,17956,9672,0.12
27503,82958,116707,3204,33749,0.41
27504,43108,51552,12656,8443,0.20
27505,41194,52665,4728,11470,0.28
27507,40583,50757,1565,10174,0.25
27508,43930,49467,1925,5537,0.13
27509,27105,34413,6330,7307,0.27
27510,44915,60270,14218,15355,0.34
27511,72664,90302,31507,17638,0.24
27513,83414,96154,36232,12740,0.15
27514,49459,79847,30671,30387,0.61
27516,57037,78779,28604,21742,0.38
27517,72481,104369,17591,31888,0.44
27518,113559,151441,15528,37882,0.33
27519,122457,132257,14449,9799,0.08
27520,54297,63994,24167,9697,0.18
27521,42309,50379,5234,8070,0.19
27522,56315,64261,8089,7945,0.14
27523,85436,97642,7225,12206,0.14
27524,40598,51131,10006,10532,0.26
27525,47461,53920,10123,6458,0.14
27526,64909,73070,24237,8160,0.13
27527,63326,75556,7768,12229,0.19
27529,60685,67292,29942,6607,0.11
27530,38736,47576,37813,8840,0.23
27531,35768,40303,841,4535,0.13
27534,44367,54233,31894,9866,0.22
27536,27796,38009,18516,10213,0.37
27537,37311,47690,21055,10379,0.28
27539,83537,95870,10006,12332,0.15
27540,82835,92998,12994,10163,0.12
27541,59994,69737,3340,9742,0.16
27542,40377,50016,8194,9638,0.24
27544,41585,51206,3698,9620,0.23
27545,64002,70834,15560,6831,0.11
27546,39317,50644,16092,11326,0.29
27549,39418,51752,20509,12333,0.31
27551,38319,49288,1966,10968,0.29
27553,32116,44909,1935,12792,0.40
27555,41875,49854,454,7979,0.19
27556,40915,51039,335,10124,0.25
27557,39972,49609,6436,9637,0.24
27559,53628,64888,1954,11260,0.21
27560,79226,96652,6078,17426,0.22
27562,66565,83553,1887,16987,0.26
27563,27796,41925,5187,14129,0.51
27565,42647,54038,23636,11390,0.27
27568,45530,49979,512,4449,0.10
27569,44607,50583,6454,5976,0.13
27571,66293,79042,1107,12748,0.19
27572,68735,88816,6217,20080,0.29
27573,36232,45332,11306,9100,0.25
27574,47212,55546,13078,8333,0.18
27576,36746,46231,15374,9485,0.26
27577,44827,56480,19011,11653,0.26
27581,54323,58949,2482,4625,0.09
27582,41020,51064,307,10044,0.24
27583,56149,61975,4932,5825,0.10
27587,68948,86285,29669,17337,0.25
27589,29345,39312,8402,9966,0.34
27591,50521,59674,15234,9152,0.18
27592,64063,69906,9338,5843,0.09
27596,52680,62289,9456,9609,0.18
27597,46338,58947,18071,12608,0.27
27601,19814,31283,9924,11468,0.58
27603,54525,64956,31725,10430,0.19
27604,47787,58822,32223,11034,0.23
27605,43617,64213,4216,20595,0.47
27606,43050,56778,40900,13728,0.32
27607,62720,87103,18576,24382,0.39
27608,81794,123480,9921,41686,0.51
27609,56562,78065,32373,21502,0.38
27610,39323,47033,43230,7710,0.20
27612,65586,89397,27598,23810,0.36
27613,91889,104346,32984,12457,0.14
27614,114744,153642,11018,38897,0.34
27615,85079,108330,40308,23250,0.27
27616,56374,65064,22221,8690,0.15
27617,92843,96398,3631,3555,0.04
27701,27342,39730,23960,12387,0.45
27703,47612,53661,31349,6049,0.13
27704,40182,47936,26439,7753,0.19
27705,46835,58629,43115,11794,0.25
27707,51460,68161,42195,16701,0.32
27709,56315,64900,65,8585,0.15
27712,78080,90923,17205,12843,0.16
27713,63710,76654,31046,12943,0.20
27801,29138,36157,22533,7018,0.24
27803,42241,54625,21248,12383,0.29
27804,47177,64220,25899,17043,0.36
27805,30343,38897,3534,8554,0.28
27806,42893,46890,2543,3997,0.09
27807,47812,54747,5459,6934,0.15
27808,50361,63041,2094,12679,0.25
27809,40018,59336,5089,19318,0.48
27810,38412,45535,4022,7122,0.19
27812,35789,44973,3067,9183,0.26
27813,45953,52953,751,7000,0.15
27814,49946,82083,1607,32137,0.64
27816,38409,47264,2443,8855,0.23
27817,41126,53477,5952,12350,0.30
27819,38542,42493,389,3951,0.10
27820,44202,48717,2928,4514,0.10
27821,46385,64315,426,17929,0.39
27822,42092,49561,7329,7469,0.18
27823,24249,34212,9022,9962,0.41
27825,41458,54549,105,13091,0.32
27826,4046,5398,100,1351,0.33
27827,33507,56004,61,22497,0.67
27828,28591,43186,8192,14594,0.51
27829,36282,55546,1902,19263,0.53
27830,42229,51607,4689,9378,0.22
27831,28349,36792,4072,8442,0.30
27832,26968,35180,2572,8212,0.30
27834,34503,45919,42939,11415,0.33
27837,52394,60660,4530,8266,0.16
27839,27457,37259,3784,9801,0.36
27840,33141,42575,716,9434,0.28
27841,33141,42575,72,9434,0.28
27842,43607,57956,1419,14348,0.33
27843,26440,35165,1331,8724,0.33
27844,25294,34262,2761,8967,0.35
27845,31150,39550,2465,8399,0.27
27846,40422,49521,2933,9098,0.23
27847,26108,36384,991,10276,0.39
27849,25987,36354,1541,10367,0.40
27850,36353,53564,7195,17210,0.47
27851,40449,47505,4806,7056,0.17
27852,38328,49384,2727,11056,0.29
27853,43149,48126,799,4976,0.12
27855,3221,3534,423,313,0.10
27856,47466,57596,14538,10129,0.21
27857,33153,42592,1457,9439,0.28
27858,44512,60116,44351,15603,0.35
27860,38306,44435,2135,6128,0.16
27861,29349,38683,121,9334,0.32
27862,45042,49428,894,4386,0.10
27863,52887,58748,8220,5861,0.11
27864,39463,43913,4354,4449,0.11
27865,45718,54108,1847,8390,0.18
27866,29509,38305,690,8795,0.30
27869,23764,31518,2485,7753,0.33
27870,35626,47125,27275,11499,0.32
27871,31354,40978,5047,9623,0.31
27872,25987,36354,413,10367,0.40
27873,48250,59043,379,10793,0.22
27874,21440,31430,5605,9989,0.47
27876,33911,41770,1373,7858,0.23
27878,45536,56490,2462,10953,0.24
27879,61181,69652,346,8471,0.14
27880,50417,56672,2166,6255,0.12
27881,38542,42493,51,3951,0.10
27882,40753,52258,6761,11505,0.28
27883,40448,48037,3148,7588,0.19
27884,37673,45101,1176,7427,0.20
27886,36665,46192,20033,9527,0.26
27888,3145,4743,214,1597,0.51
27889,39387,50289,25682,10902,0.28
27891,44597,53112,5264,8514,0.19
27892,34897,44347,15423,9449,0.27
27893,32081,39917,40502,7835,0.24
27896,59116,74088,14003,14972,0.25
27897,23757,31511,2240,7753,0.33
27909,44381,55487,32941,11105,0.25
27910,30866,45094,11411,14228,0.46
27915,40000,52319,792,12319,0.31
27916,35282,50093,479,14811,0.42
27917,51917,56469,841,4552,0.09
27919,6222,8666,188,2443,0.39
27920,40000,52319,999,12319,0.31
27921,61084,67852,3312,6767,0.11
27922,25790,38478,947,12687,0.49
27923,41174,52351,559,11177,0.27
27924,33495,44715,3365,11220,0.33
27925,32215,42977,3957,10762,0.33
27926,49107,57393,1549,8285,0.17
27927,71250,110256,643,39006,0.55
27928,35062,46651,2043,11589,0.33
27929,69537,82174,960,12636,0.18
27932,34251,49648,12359,15396,0.45
27935,41108,50648,1567,9540,0.23
27936,40000,52319,1006,12319,0.31
27937,42392,50454,3224,8061,0.19
27938,45634,53171,1584,7537,0.17
27939,37039,50921,1696,13882,0.37
27941,45926,55111,457,9185,0.20
27942,25648,38341,1051,12693,0.49
27943,40000,52319,635,12319,0.31
27944,20213,26574,5338,6361,0.31
27946,48997,58814,1147,9816,0.20
27947,45445,54884,884,9439,0.21
27948,50620,67308,9309,16688,0.33
27949,30853,40819,2991,9966,0.32
27950,59619,67414,1824,7795,0.13
27953,60000,57050,983,-2950,-0.05
27954,51745,59078,5185,7333,0.14
27956,51917,56469,269,4552,0.09
27957,32805,44904,1113,12098,0.37
27958,65300,74977,6922,9677,0.15
27959,54767,63933,2719,9166,0.17
27962,28617,39934,7907,11316,0.40
27964,45926,55111,456,9185,0.20
27965,37097,50949,522,13851,0.37
27966,45926,55111,988,9185,0.20
27967,33533,44746,347,11213,0.33
27968,40000,52319,204,12319,0.31
27970,33754,45084,3657,11329,0.34
27972,40000,52319,296,12319,0.31
27973,54716,58615,989,3898,0.07
27974,60992,63426,1075,2434,0.04
27976,61250,75837,2194,14587,0.24
27978,60000,57050,198,-2950,-0.05
27979,50653,59318,1629,8665,0.17
27980,37090,51065,1938,13974,0.38
27981,47166,67255,1540,20089,0.43
27982,40000,52319,64,12319,0.31
27983,29777,43739,9011,13962,0.47
27986,25648,38341,1520,12693,0.49
28001,41978,52345,26296,10367,0.25
28006,43336,55021,1139,11685,0.27
28007,30213,36040,606,5827,0.19
28009,31943,46083,1186,14140,0.44
28012,56422,73078,18350,16655,0.30
28016,41076,49613,13312,8537,0.21
28018,36349,43901,5171,7551,0.21
28019,34544,36877,101,2333,0.07
28020,36140,46539,2229,10399,0.29
28021,40621,50218,12862,9597,0.24
28023,48737,60247,13336,11509,0.24
28025,49299,62685,41311,13385,0.27
28027,61136,70847,38445,9711,0.16
28031,89177,120647,14126,31469,0.35
28032,48552,60247,2426,11694,0.24
28033,41374,46888,2347,5513,0.13
28034,38443,46684,14928,8240,0.21
28036,88542,127385,9614,38842,0.44
28037,69598,82753,11836,13154,0.19
28039,23884,35575,379,11691,0.49
28040,33757,40479,7185,6722,0.20
28043,32036,40654,20471,8618,0.27
28052,30547,40785,36507,10238,0.34
28054,43918,54761,33183,10842,0.25
28056,57446,70548,28208,13101,0.23
28071,48661,57308,2730,8646,0.18
28072,48902,61914,1016,13012,0.27
28073,38811,47113,5167,8301,0.21
28075,80432,93386,7743,12954,0.16
28076,34544,36877,592,2333,0.07
28077,41163,52371,547,11208,0.27
28078,85720,98245,27695,12525,0.15
28079,70020,79707,15369,9687,0.14
28080,49682,60096,6205,10414,0.21
28081,39161,51497,23423,12335,0.31
28083,41144,57118,19980,15974,0.39
28086,41244,49023,25312,7779,0.19
28088,38087,48182,2874,10095,0.27
28089,45625,52666,106,7041,0.15
28090,37746,46425,8506,8679,0.23
28091,33141,38909,2141,5768,0.17
28092,41937,50045,34904,8107,0.19
28097,58612,64836,4692,6223,0.11
28098,35591,41639,2735,6048,0.17
28101,43006,50580,661,7574,0.18
28102,39594,43946,78,4352,0.11
28103,47547,60999,9378,13451,0.28
28104,94577,109123,15780,14546,0.15
28105,74386,86386,30927,12000,0.16
28107,59279,68431,5564,9151,0.15
28108,76573,90982,28,14408,0.19
28109,52986,67675,528,14689,0.28
28110,52297,60637,35519,8339,0.16
28112,47652,57561,22883,9909,0.21
28114,40226,45450,6785,5224,0.13
28115,54838,65725,24524,10886,0.20
28117,78945,103902,19172,24957,0.32
28119,39594,43946,2911,4352,0.11
28120,49788,62130,15634,12342,0.25
28124,52717,62925,5990,10207,0.19
28125,50068,57943,2027,7874,0.16
28127,46775,62470,6985,15695,0.34
28128,41733,48877,7466,7143,0.17
28129,48837,56551,4940,7714,0.16
28133,38063,56818,2664,18755,0.49
28134,51856,65031,7505,13175,0.25
28135,37060,56203,4487,19143,0.52
28137,50927,63567,2664,12639,0.25
28138,51706,59037,9415,7331,0.14
28139,39452,53371,18276,13919,0.35
28144,37070,53084,25635,16014,0.43
28146,45567,55980,24539,10413,0.23
28147,46084,57348,22033,11264,0.24
28150,36808,48847,28647,12038,0.33
28152,41646,51145,23696,9498,0.23
28159,36434,48272,3207,11838,0.32
28160,30430,38680,3675,8249,0.27
28163,52207,61157,4699,8950,0.17
28164,51046,66033,11794,14986,0.29
28166,50012,58966,6369,8953,0.18
28167,37106,49727,2207,12620,0.34
28168,42520,50678,9250,8157,0.19
28169,30767,44080,203,13313,0.43
28170,33396,40684,12426,7287,0.22
28173,89297,112435,17652,23137,0.26
28174,39843,50505,6725,10662,0.27
28202,56632,83186,5034,26554,0.47
28203,60080,87753,10068,27673,0.46
28204,49877,78893,4910,29016,0.58
28205,37458,48441,46232,10983,0.29
28206,24984,31253,12567,6269,0.25
28207,148850,246234,8669,97383,0.65
28208,27448,35883,35954,8435,0.31
28209,64240,90707,19752,26466,0.41
28210,57651,90175,41008,32524,0.56
28211,73652,113977,27516,40325,0.55
28212,36232,43351,35278,7119,0.20
28213,40640,48935,26009,8295,0.20
28214,50528,59078,20676,8550,0.17
28215,48010,55259,41818,7248,0.15
28216,44037,51969,29547,7931,0.18
28217,35691,45815,19651,10123,0.28
28226,82899,123250,35095,40350,0.49
28227,55653,66266,40283,10612,0.19
28262,44560,51638,21597,7077,0.16
28269,63730,73125,42216,9394,0.15
28270,88425,110651,26540,22226,0.25
28273,51769,60999,18037,9229,0.18
28277,97891,122237,33916,24345,0.25
28278,76765,92571,6312,15806,0.21
28301,24917,36934,18629,12016,0.48
28303,48564,64008,32257,15444,0.32
28304,43354,52917,35965,9563,0.22
28305,51299,76443,6297,25143,0.49
28306,49849,58941,31241,9091,0.18
28307,32961,33237,12132,276,0.01
28308,37780,45041,3325,7261,0.19
28310,1799,1785,237,-14,-0.01
28311,47612,60548,32978,12936,0.27
28312,44474,54899,16594,10425,0.23
28314,48368,54863,47761,6495,0.13
28315,39033,49674,8783,10640,0.27
28318,38443,48224,4449,9781,0.25
28320,31735,42670,8479,10934,0.34
28323,43336,50686,2467,7349,0.17
28325,32589,41721,394,9132,0.28
28326,44517,50762,11013,6244,0.14
28327,44734,57356,13512,12622,0.28
28328,33936,50220,25336,16284,0.48
28330,27737,37150,317,9413,0.34
28332,27336,39502,408,12166,0.45
28333,37238,44142,11624,6903,0.19
28334,35535,46733,23502,11197,0.32
28337,30702,46630,9461,15927,0.52
28338,30137,41067,4463,10930,0.36
28339,41722,49592,6440,7869,0.19
28340,24801,35914,11462,11112,0.45
28341,33085,42754,4169,9668,0.29
28342,63373,74412,353,11039,0.17
28343,30273,42523,1762,12250,0.40
28344,41958,52118,3072,10160,0.24
28345,35793,43701,12373,7908,0.22
28347,52866,59337,1993,6471,0.12
28348,47826,56882,24341,9056,0.19
28349,39932,55328,3419,15395,0.39
28350,53731,64469,329,10738,0.20
28351,31347,43398,4973,12050,0.38
28352,29053,41058,25153,12005,0.41
28356,56183,68072,4133,11888,0.21
28357,33902,45776,3013,11874,0.35
28358,31528,46084,36597,14555,0.46
28360,30198,40819,12570,10620,0.35
28363,40275,49438,1575,9162,0.23
28364,28568,36523,13983,7955,0.28
28365,35936,44944,14947,9007,0.25
28366,38701,51233,4690,12531,0.32
28367,28931,40097,75,11166,0.39
28369,33742,51367,2461,17625,0.52
28371,39927,50030,5347,10103,0.25
28372,28565,40863,11832,12298,0.43
28373,37388,44405,1984,7017,0.19
28374,59973,75000,11200,15027,0.25
28375,33594,52999,101,19405,0.58
28376,41097,50755,25635,9658,0.24
28377,27920,40986,11488,13065,0.47
28379,30616,42862,26310,12246,0.40
28382,37064,47110,6794,10046,0.27
28383,25339,36660,7717,11321,0.45
28384,31488,41504,10679,10015,0.32
28385,39130,47528,2968,8397,0.21
28386,30778,41005,5461,10226,0.33
28387,49109,69579,13026,20469,0.42
28390,36513,45778,19630,9264,0.25
28391,51705,56154,4625,4449,0.09
28392,27336,39502,1215,12166,0.45
28393,33544,43751,1971,10207,0.30
28394,51477,61901,4661,10423,0.20
28395,53845,65419,2409,11573,0.21
28396,34419,45900,2615,11481,0.33
28398,27949,40145,7240,12195,0.44
28399,26523,33100,1949,6577,0.25
28401,28897,38786,21873,9889,0.34
28403,36646,53464,30310,16818,0.46
28405,50441,61717,23775,11276,0.22
28409,74301,95510,26369,21209,0.29
28411,66585,83018,19155,16432,0.25
28412,49586,64309,23493,14722,0.30
28420,33446,50716,3494,17270,0.52
28421,40786,49539,1363,8753,0.21
28422,41029,50710,4619,9681,0.24
28423,40891,50770,2344,9878,0.24
28424,36953,43919,99,6966,0.19
28425,40145,50765,9405,10620,0.26
28428,48818,66765,5281,17947,0.37
28429,51024,56409,7455,5384,0.11
28430,32355,42363,1950,10008,0.31
28431,29948,42213,7120,12265,0.41
28432,36382,48211,1870,11829,0.33
28433,30196,41380,5167,11183,0.37
28434,26852,38271,1459,11419,0.43
28435,33046,49102,2365,16056,0.49
28436,43113,49955,1758,6842,0.16
28438,42454,48399,1919,5944,0.14
28439,32434,42379,1809,9945,0.31
28441,30751,41927,3330,11176,0.36
28442,41556,54383,1773,12826,0.31
28443,50911,64045,10532,13134,0.26
28444,31779,54372,1873,22593,0.71
28445,48849,60629,4493,11779,0.24
28447,34020,53939,1449,19919,0.59
28448,37866,48383,1003,10517,0.28
28449,60605,90837,1361,30232,0.50
28450,52639,67796,2351,15156,0.29
28451,47108,55748,15896,8640,0.18
28452,30000,60132,654,30132,1.00
28453,29763,41459,3310,11695,0.39
28454,30185,38438,2282,8253,0.27
28455,36978,48732,1869,11754,0.32
28456,38292,46485,3531,8192,0.21
28457,47075,51925,7850,4849,0.10
28458,33408,46064,5710,12655,0.38
28460,45476,61119,5501,15642,0.34
28461,52957,70776,9095,17818,0.34
28462,36744,51062,9934,14318,0.39
28463,26941,38607,7947,11665,0.43
28464,32395,42176,1941,9781,0.30
28465,49677,67211,6782,17534,0.35
28466,31477,41611,8546,10133,0.32
28467,49230,58731,5167,9500,0.19
28468,47162,67666,2746,20503,0.43
28469,47430,62844,4141,15413,0.32
28470,39334,51852,7504,12518,0.32
28472,37473,50108,18665,12634,0.34
28478,36797,46309,4399,9511,0.26
28479,53336,65238,2680,11902,0.22
28480,70375,184658,2564,114283,1.62
28501,27992,34951,21394,6959,0.25
28504,40657,53560,22060,12902,0.32
28508,34080,41224,1914,7144,0.21
28510,44669,53380,1434,8711,0.20
28511,65982,69926,818,3944,0.06
28512,53996,67501,3347,13505,0.25
28513,34754,48638,9359,13884,0.40
28515,31829,42328,2682,10498,0.33
28516,39355,58282,10370,18926,0.48
28518,36169,47197,6403,11028,0.30
28519,34471,47169,280,12698,0.37
28520,31657,44154,324,12497,0.39
28521,31582,41092,1939,9510,0.30
28523,41575,50392,2432,8817,0.21
28524,31657,44154,411,12497,0.39
28525,38461,47167,2831,8706,0.23
28526,41287,50464,2572,9177,0.22
28527,35070,47085,990,12015,0.34
28528,37938,54316,653,16378,0.43
28529,39835,51951,2093,12116,0.30
28530,37266,46228,6450,8962,0.24
28531,36729,39088,1524,2359,0.06
28532,55405,61161,27188,5755,0.10
28533,93098,95177,243,2079,0.02
28537,31175,41765,216,10590,0.34
28538,34485,45967,2151,11481,0.33
28539,43065,53116,12506,10050,0.23
28540,43939,53357,42685,9417,0.21
28543,32660,36602,6399,3942,0.12
28544,40413,44785,6252,4372,0.11
28546,47398,55657,32016,8259,0.17
28547,22583,25981,10195,3398,0.15
28551,43787,53674,12645,9887,0.23
28552,31175,41765,318,10590,0.34
28553,37938,54316,507,16378,0.43
28554,24344,38308,150,13964,0.57
28555,43357,52379,4471,9021,0.21
28556,53569,67702,814,14132,0.26
28557,49974,60551,13198,10577,0.21
28560,40542,55231,25595,14689,0.36
28562,52368,66533,27646,14164,0.27
28570,46316,55848,18256,9532,0.21
28571,50065,62063,2485,11998,0.24
28572,35775,45730,5749,9955,0.28
28573,38685,49020,2162,10334,0.27
28574,43289,52652,9528,9363,0.22
28575,53688,56224,337,2536,0.05
28577,65982,69926,461,3944,0.06
28578,40483,46381,4454,5897,0.15
28579,36622,52187,506,15564,0.42
28580,34886,44042,9713,9156,0.26
28581,31657,44154,204,12497,0.39
28582,49845,57964,1251,8119,0.16
28583,50077,62083,285,12005,0.24
28584,50517,61279,7684,10761,0.21
28585,38610,47522,4049,8911,0.23
28586,37188,46965,7064,9777,0.26
28587,31175,41765,416,10590,0.34
28589,31657,44154,171,12497,0.39
28590,52312,64015,13781,11703,0.22
28594,59483,70472,3489,10988,0.18
28601,46651,64517,47402,17866,0.38
28602,38732,47713,27390,8981,0.23
28604,39549,57422,5460,17872,0.45
28605,40912,70625,3435,29713,0.73
28606,35552,48489,2066,12936,0.36
28607,27732,43440,26591,15708,0.57
28609,52106,62665,5325,10558,0.20
28610,45276,54760,8959,9484,0.21
