Zip,Median,Mean,Pop,Wealth,Ratio
90232,67167,86447,15149,19279,0.29
90240,73110,85740,25876,12629,0.17
90241,60865,71877,42399,11011,0.18
90242,48657,55900,36919,7242,0.15
90245,89153,105524,16595,16371,0.18
90247,40458,50049,47487,9591,0.24
90248,54554,69089,9947,14535,0.27
90249,59293,66819,26669,7526,0.13
90250,50468,58340,93193,7872,0.16
90254,96896,134209,19506,37313,0.39
90255,38259,48112,75066,9852,0.26
90260,50882,61980,34924,11098,0.22
90262,43861,51906,69745,8045,0.18
90263,131964,188431,1612,56467,0.43
90265,126936,222171,18116,95234,0.75
90266,137077,203892,35135,66814,0.49
90270,39857,47488,27372,7630,0.19
90272,150466,237465,22818,86998,0.58
90274,153717,233520,25209,79802,0.52
90275,114005,153430,41804,39425,0.35
90277,88300,112085,35293,23785,0.27
90278,100422,119222,40071,18800,0.19
90280,44481,52017,94396,7536,0.17
90290,122885,173864,6363,50978,0.41
90291,71035,106330,28341,35294,0.50
90292,97805,129195,21576,31389,0.32
90293,104082,125561,12132,21478,0.21
90301,39984,49237,36568,9252,0.23
90302,42858,55405,29415,12547,0.29
90303,44088,52938,26176,8850,0.20
90304,36954,44723,28210,7768,0.21
90305,60301,73804,14853,13502,0.22
90401,45854,76288,6722,30434,0.66
90402,144047,249978,12250,105930,0.74
90403,74213,110103,24525,35890,0.48
90404,56318,72486,21360,16167,0.29
90405,74562,105825,27186,31262,0.42
90501,60024,73354,43180,13329,0.22
90502,65676,77097,18010,11420,0.17
90503,79998,93002,44383,13003,0.16
90504,70185,81576,32102,11391,0.16
90505,76461,94211,36678,17750,0.23
90601,65899,79675,31974,13776,0.21
90602,56572,70170,25777,13598,0.24
90603,87244,96802,20063,9557,0.11
90604,69646,75471,39407,5825,0.08
90605,71323,80168,40331,8845,0.12
90606,56643,67394,32396,10750,0.19
90620,67596,77092,45113,9496,0.14
90621,55410,71359,35153,15949,0.29
90623,85174,100004,15554,14829,0.17
90630,83760,96540,47993,12780,0.15
90631,69869,85348,67619,15478,0.22
90638,78301,91414,49012,13112,0.17
90640,47013,58055,59566,11041,0.23
90650,61036,69108,105549,8072,0.13
90660,57216,64502,62928,7286,0.13
90670,58580,67151,14844,8570,0.15
90680,51537,65025,29945,13487,0.26
90701,57404,70206,16591,12801,0.22
90703,91216,104665,49399,13448,0.15
90704,49314,65611,4090,16297,0.33
90706,52408,61823,76615,9415,0.18
90710,61776,71866,25457,10090,0.16
90712,79475,85696,31499,6220,0.08
90713,84047,90529,27925,6482,0.08
90715,67387,78305,20388,10917,0.16
90716,54929,59668,14184,4738,0.09
90717,63945,76390,21318,12444,0.19
90720,91371,112700,21751,21328,0.23
90723,41960,49482,54099,7521,0.18
90731,49006,61041,59662,12034,0.25
90732,81608,96985,21115,15376,0.19
90740,76379,93853,23729,17474,0.23
90742,70910,111020,831,40110,0.57
90743,70380,108875,456,38495,0.55
90744,41977,51280,53584,9303,0.22
90745,68058,77989,57251,9931,0.15
90746,75138,87456,25990,12317,0.16
90755,75397,87746,11074,12348,0.16
90802,42565,54160,39296,11594,0.27
90803,72287,104697,32031,32409,0.45
90804,41340,50866,39349,9526,0.23
90805,46517,55583,93524,9066,0.19
90806,42036,52984,42399,10947,0.26
90807,66649,89123,31481,22473,0.34
90808,89412,104624,38232,15211,0.17
90810,52385,63582,36727,11197,0.21
90813,28806,37605,56379,8798,0.31
90814,64440,86536,19131,22096,0.34
90815,71281,84069,34554,12788,0.18
91001,83859,108987,36126,25127,0.30
91006,94085,120423,31715,26338,0.28
91007,71265,91884,34095,20619,0.29
91008,122502,180085,1391,57582,0.47
91010,62910,71425,26074,8515,0.14
91011,144532,219805,20280,75273,0.52
91016,68447,80742,40598,12295,0.18
91020,67685,83544,8415,15859,0.23
91024,89224,119915,10917,30691,0.34
91030,85817,116633,25616,30815,0.36
91040,67635,79821,20342,12185,0.18
91042,57207,71764,27572,14557,0.25
91046,67816,82036,156,14220,0.21
91101,53376,71309,20460,17932,0.34
91103,60526,77853,27480,17327,0.29
91104,64839,84677,36751,19837,0.31
91105,118555,168402,11254,49847,0.42
91106,64956,86806,24229,21849,0.34
91107,77719,103535,32940,25815,0.33
91108,152697,220345,13361,67647,0.44
91201,57343,69311,22781,11968,0.21
91202,74594,94651,22830,20056,0.27
91203,44033,56605,13220,12571,0.29
91204,37177,46836,16032,9659,0.26
91205,36842,48672,37810,11829,0.32
91206,61546,85589,33065,24042,0.39
91207,99052,123836,10506,24784,0.25
91208,93865,115280,16245,21415,0.23
91210,44913,55921,328,11008,0.25
91214,89001,105687,30356,16686,0.19
91301,109417,149541,25488,40124,0.37
91302,135603,201577,25709,65973,0.49
91303,48379,54381,26855,6002,0.12
91304,66044,79514,50230,13470,0.20
91306,55041,67280,45061,12239,0.22
91307,90523,115407,24474,24884,0.27
91311,79446,100833,35104,21386,0.27
91316,69375,99404,26898,30029,0.43
91320,104284,122294,44274,18009,0.17
91321,61581,77545,34882,15963,0.26
91324,63563,82274,27669,18711,0.29
91325,63607,79355,32417,15747,0.25
91326,110833,134548,33708,23714,0.21
91330,75000,85495,2702,10495,0.14
91331,48272,56897,103689,8625,0.18
91335,54149,65665,74363,11516,0.21
91340,38768,42932,27044,4164,0.11
91342,64483,73159,91715,8675,0.13
91343,53646,67059,60254,13412,0.25
91344,78168,95319,51743,17150,0.22
91345,63806,76804,18496,12997,0.20
91350,100976,114074,33348,13097,0.13
91351,71775,84062,32362,12287,0.17
91352,47544,59571,47807,12026,0.25
91354,100693,115399,28722,14705,0.15
91355,86794,99302,32605,12508,0.14
91356,85626,117003,29458,31376,0.37
91360,91191,109401,42402,18210,0.20
91361,98627,148007,20438,49379,0.50
91362,114930,144972,36045,30041,0.26
91364,104305,141169,25851,36864,0.35
91367,86957,106147,39499,19189,0.22
91371,85455,98620,1,13165,0.15
91377,122024,145777,13811,23753,0.19
91381,108993,137377,20158,28383,0.26
91384,75238,86243,22935,11005,0.15
91387,90381,102172,40328,11791,0.13
91390,115334,125879,19786,10544,0.09
91401,49559,64862,39285,15302,0.31
91402,44460,52842,69817,8381,0.19
91403,84293,120636,23484,36343,0.43
91405,37227,51709,51145,14482,0.39
91406,49954,64262,51413,14307,0.29
91411,49386,61480,24628,12093,0.24
91423,75759,114936,30991,39177,0.52
91436,129616,194382,14372,64765,0.50
91501,59773,78545,20849,18772,0.31
91502,46111,57280,11371,11169,0.24
91504,72543,89168,24939,16624,0.23
91505,68901,83275,30778,14374,0.21
91506,69716,85745,18904,16029,0.23
91601,47987,61428,37180,13441,0.28
91602,67329,91315,17473,23986,0.36
91604,92632,137307,29034,44674,0.48
91605,46087,56869,56343,10782,0.23
91606,41392,53099,44958,11707,0.28
91607,58121,78843,27927,20722,0.36
91701,89305,100548,38976,11243,0.13
91702,55942,64390,59705,8447,0.15
91706,51434,61613,76571,10178,0.20
91708,109733,112610,3369,2877,0.03
91709,103025,115494,74796,12469,0.12
91710,74240,82517,80358,8276,0.11
91711,88143,107320,35705,19176,0.22
91722,68324,73764,34409,5439,0.08
91723,55679,67749,18275,12069,0.22
91724,73806,83831,26184,10025,0.14
91730,67458,76425,66925,8966,0.13
91731,43925,53482,29591,9556,0.22
91732,44934,55573,61386,10638,0.24
91733,44344,52605,43896,8261,0.19
91737,98215,125039,24740,26823,0.27
91739,100917,118475,34794,17558,0.17
91740,69726,79922,25356,10195,0.15
91741,86841,113756,25824,26915,0.31
91744,56747,64142,85040,7395,0.13
91745,71264,86983,54013,15719,0.22
91746,57705,69459,30485,11753,0.20
91748,69093,82594,45406,13500,0.20
91750,82845,91950,33249,9105,0.11
91752,70964,86123,30047,15158,0.21
91754,56026,71992,32742,15965,0.28
91755,51082,64487,27496,13404,0.26
91759,83185,137778,476,54593,0.66
91761,67514,73869,56913,6355,0.09
91762,55979,68027,55857,12048,0.22
91763,52458,63642,36375,11184,0.21
91764,51469,58580,54086,7110,0.14
91765,89288,102815,46457,13527,0.15
91766,52446,60860,71599,8414,0.16
91767,51583,60364,48068,8781,0.17
91768,52262,54887,34148,2625,0.05
91770,49191,62602,62097,13410,0.27
91773,76397,89747,33119,13350,0.17
91775,83630,97947,23988,14316,0.17
91776,53487,65920,38475,12433,0.23
91780,68738,80909,34332,12171,0.18
91784,102444,122601,25938,20157,0.20
91786,58388,67379,51165,8990,0.15
91789,90248,101642,40554,11394,0.13
91790,71034,79503,44907,8469,0.12
91791,74882,91328,32414,16446,0.22
91792,66596,76221,30854,9625,0.14
91801,50111,63586,52735,13474,0.27
91803,57997,71974,30322,13976,0.24
91901,79251,107454,17403,28202,0.36
91902,79398,95532,17653,16133,0.20
91905,54258,64773,1700,10515,0.19
91906,54258,64773,3627,10515,0.19
91910,58346,69651,75802,11305,0.19
91911,53191,62143,82999,8951,0.17
91913,86533,92595,40971,6061,0.07
91914,97574,115610,15448,18036,0.18
91915,98625,106287,24659,7661,0.08
91916,66067,73783,1622,7716,0.12
91917,72846,92888,992,20041,0.28
91931,62614,71059,592,8445,0.13
91932,45590,55898,25718,10308,0.23
91934,53344,63345,737,10001,0.19
91935,103598,116980,8624,13382,0.13
91941,72073,88547,31779,16473,0.23
91942,51162,63941,38069,12779,0.25
91945,55663,62714,25460,7051,0.13
91948,51262,62132,78,10870,0.21
91950,37181,47365,60322,10183,0.27
91962,51125,62011,1646,10886,0.21
91963,54258,64773,1118,10515,0.19
91977,62060,72861,58368,10800,0.17
91978,73809,78024,8896,4215,0.06
91980,54258,64773,165,10515,0.19
92003,70891,102873,4746,31981,0.45
92004,45489,51094,3881,5605,0.12
92007,86585,111995,10429,25410,0.29
92008,66276,82008,27649,15732,0.24
92009,102823,129655,40747,26832,0.26
92010,84977,99913,14382,14936,0.18
92011,94320,122909,22405,28589,0.30
92014,128155,188878,13154,60722,0.47
92019,75224,91839,42598,16615,0.22
92020,54535,68188,57767,13653,0.25
92021,53787,63128,65068,9341,0.17
92024,86889,118235,49121,31346,0.36
92025,51807,64689,49978,12882,0.25
92026,61409,75297,48922,13888,0.23
92027,62651,75435,53881,12783,0.20
92028,65635,84717,46239,19081,0.29
92029,80523,106409,19021,25886,0.32
92036,60248,72000,3440,11752,0.20
92037,94528,131088,46781,36560,0.39
92040,66671,78406,41281,11734,0.18
92054,53634,67632,40375,13997,0.26
92055,46088,51003,15655,4915,0.11
92056,68643,78493,51835,9849,0.14
92057,69735,81527,54096,11791,0.17
92058,53287,60681,42436,7394,0.14
92059,73810,78524,1618,4714,0.06
92060,41532,60060,218,18528,0.45
92061,75697,86703,2499,11005,0.15
92064,102994,122984,47904,19990,0.19
92065,81044,94237,35414,13192,0.16
92066,41532,60060,378,18528,0.45
92067,132647,241711,9535,109063,0.82
92069,61985,73224,46369,11239,0.18
92070,47686,64605,1245,16919,0.35
92071,70201,78184,53422,7982,0.11
92075,90063,121340,12056,31277,0.35
92078,69619,92537,42906,22918,0.33
92081,62666,77359,27404,14693,0.23
92082,78667,103557,19037,24890,0.32
92083,55031,66359,36975,11327,0.21
92084,55352,69043,47654,13691,0.25
92086,41540,60043,1573,18503,0.45
92091,130103,195904,1048,65801,0.51
92101,39102,64853,32507,25750,0.66
92102,39726,49893,43103,10167,0.26
92103,60670,85051,31046,24381,0.40
92104,48283,60923,44413,12640,0.26
92105,37078,46144,69813,9065,0.24
92106,87257,106457,19330,19199,0.22
92107,65730,83121,28651,17390,0.26
92108,63885,74585,18858,10699,0.17
92109,65767,84140,45787,18372,0.28
92110,56963,71843,25341,14879,0.26
92111,54387,66880,45096,12492,0.23
92113,24432,33804,45459,9371,0.38
92114,56877,66187,65433,9310,0.16
92115,44381,55432,58560,11051,0.25
92116,50993,65644,31680,14650,0.29
92117,63807,76858,51332,13050,0.20
92118,97802,87542,23575,-10261,-0.10
92119,72871,84068,23057,11196,0.15
92120,77589,92211,26317,14621,0.19
92121,105368,119182,4179,13814,0.13
92122,71427,91614,43728,20186,0.28
92123,69805,79017,26823,9212,0.13
92124,75569,85986,30443,10416,0.14
92126,81169,88245,73343,7075,0.09
92127,108504,132247,39337,23742,0.22
92128,90492,108131,47490,17638,0.19
92129,107654,120728,51536,13074,0.12
92130,127760,159811,48940,32051,0.25
92131,127010,143049,32787,16039,0.13
92135,127639,.,571,#VALUE!,#VALUE!
92139,60023,70818,35125,10795,0.18
92145,165764,198977,1449,33213,0.20
92147,63300,78487,559,15187,0.24
92154,55203,62693,75611,7490,0.14
92155,61477,107046,550,45569,0.74
92173,38762,48402,29429,9640,0.25
92201,46951,57831,61827,10879,0.23
92203,78318,88063,25605,9744,0.12
92210,107023,171536,4677,64513,0.60
92211,67946,95432,24294,27486,0.40
92220,40395,51386,31638,10991,0.27
92222,24050,32461,45,8411,0.35
92223,63172,72691,43605,9519,0.15
92225,28780,38902,16676,10121,0.35
92227,44028,58935,26219,14906,0.34
92230,36795,76274,2550,39479,1.07
92231,40509,52062,39073,11552,0.29
92233,16479,22742,3802,6263,0.38
92234,48784,61789,51151,13005,0.27
92236,44572,51110,41083,6537,0.15
92239,41724,53701,223,11977,0.29
92240,37645,45194,34722,7549,0.20
92241,40173,49646,8803,9473,0.24
92242,28632,43862,1539,15230,0.53
92243,45894,57787,48030,11892,0.26
92249,45716,55639,7334,9922,0.22
92250,39177,57499,8285,18321,0.47
92251,46779,60009,21583,13229,0.28
92252,40059,51449,9647,11390,0.28
92253,73513,107075,37262,33562,0.46
92254,26805,35425,12768,8620,0.32
92256,41535,48081,3588,6546,0.16
92257,26055,35328,2037,9273,0.36
92258,37556,47503,861,9946,0.26
92259,30682,39588,390,8906,0.29
92260,54344,82261,31753,27917,0.51
92262,43890,68399,26179,24508,0.56
92264,47050,72514,19383,25463,0.54
92266,22169,28780,234,6611,0.30
92267,30302,38472,126,8170,0.27
92268,25480,39028,574,13547,0.53
92270,70503,125183,17220,54679,0.78
92273,39979,53105,1823,13126,0.33
92274,32274,45901,19801,13627,0.42
92275,30466,38245,1506,7779,0.26
92276,41950,49691,7585,7741,0.18
92277,43632,52224,23911,8592,0.20
92278,44265,50321,3846,6056,0.14
92280,30302,38472,14,8170,0.27
92281,29391,39354,2432,9963,0.34
92282,42092,57030,1239,14937,0.35
92283,23960,32285,3158,8324,0.35
92284,42591,55626,25095,13034,0.31
92285,25501,41727,2632,16225,0.64
92301,43078,47898,32725,4819,0.11
92304,39177,44766,17,5589,0.14
92305,68650,86071,535,17421,0.25
92307,57654,68439,37630,10784,0.19
92308,50974,60955,39837,9980,0.20
92309,37371,43201,763,5830,0.16
92310,51729,56285,8845,4556,0.09
92311,48387,56428,31894,8041,0.17
92313,59198,73152,12025,13953,0.24
92314,42195,51978,10162,9782,0.23
92315,32107,64385,5094,32277,1.01
92316,48895,58535,30830,9639,0.20
92320,54506,65047,7788,10540,0.19
92321,68191,86480,1522,18289,0.27
92322,51622,63346,1257,11724,0.23
92324,47213,55362,55806,8149,0.17
92325,58952,67345,9391,8392,0.14
92327,40930,53409,632,12478,0.30
92328,38983,50989,445,12006,0.31
92332,37153,43055,65,5902,0.16
92333,43199,54645,472,11446,0.26
92335,46207,56277,95397,10069,0.22
92336,81608,88739,88419,7130,0.09
92337,69396,76295,37849,6898,0.10
92338,37371,43201,12,5830,0.16
92339,68650,86071,885,17421,0.25
92341,48817,64606,410,15788,0.32
92342,52670,64703,6379,12033,0.23
92344,66084,79019,20769,12934,0.20
92345,48307,58473,78715,10165,0.21
92346,69361,78268,53410,8906,0.13
92347,51756,68026,1692,16270,0.31
92352,61295,90254,8004,28958,0.47
92354,61626,73794,21559,12168,0.20
92356,39554,49015,6455,9460,0.24
92358,85000,146319,707,61319,0.72
92359,54198,66943,8103,12745,0.24
92363,31800,48123,5321,16323,0.51
92364,37371,43201,90,5830,0.16
92365,37371,43201,2637,5830,0.16
92368,26297,50290,1113,23992,0.91
92371,54184,66743,16763,12559,0.23
92372,32903,59055,6220,26152,0.79
92373,77403,96950,33423,19547,0.25
92374,65390,74485,40267,9095,0.14
92376,47889,56162,81516,8272,0.17
92377,80657,83449,19989,2792,0.03
92378,48125,80025,183,31900,0.66
92382,60521,71717,5268,11196,0.18
92384,38983,50989,36,12006,0.31
92385,48125,80025,313,31900,0.66
92386,32458,42063,2270,9605,0.30
92389,38983,50989,156,12006,0.31
92391,54348,87199,2534,32851,0.60
92392,63567,69644,54858,6076,0.10
92394,45266,54155,28738,8888,0.20
92395,43981,54053,42400,10071,0.23
92397,82080,88175,4894,6095,0.07
92398,55123,66086,1379,10962,0.20
92399,64628,75758,52606,11129,0.17
92401,18656,27560,1932,8904,0.48
92404,40009,48667,58271,8657,0.22
92405,40579,49719,28873,9140,0.23
92407,56805,65035,56689,8229,0.14
92408,36346,46192,14297,9846,0.27
92410,30544,36299,47466,5754,0.19
92411,34249,41541,26214,7292,0.21
92501,48319,61166,20970,12847,0.27
92503,62390,71305,84519,8915,0.14
92504,55544,70694,53778,15150,0.27
92505,56750,67650,47672,10900,0.19
92506,84273,101337,43994,17064,0.20
92507,43654,51242,58000,7587,0.17
92508,90629,101498,35000,10868,0.12
92509,56507,64837,75196,8329,0.15
92518,45909,54435,1162,8526,0.19
92530,53288,65180,50216,11891,0.22
92532,77659,84730,18644,7071,0.09
92536,56505,73591,3810,17085,0.30
92539,47519,65570,4734,18050,0.38
92543,33320,42281,33555,8961,0.27
92544,48450,60777,44734,12327,0.25
92545,45146,56119,39457,10972,0.24
92548,40280,53543,6643,13262,0.33
92549,47932,65801,3926,17869,0.37
92551,54128,62601,30815,8472,0.16
92553,46793,55351,73722,8558,0.18
92555,73225,79382,39076,6156,0.08
92557,65097,76621,50320,11523,0.18
92561,54209,70765,1661,16556,0.31
92562,82311,98451,62079,16140,0.20
92563,80418,91721,53892,11302,0.14
92567,60541,70427,9459,9886,0.16
92570,47679,57624,53697,9944,0.21
92571,54329,60390,52516,6061,0.11
92582,52545,66084,15649,13539,0.26
92583,41666,51726,30236,10059,0.24
92584,75966,84777,43400,8811,0.12
92585,60309,67717,17797,7408,0.12
92586,44150,54398,19815,10247,0.23
92587,70671,83855,16675,13184,0.19
92590,51886,92384,3660,40498,0.78
92591,72961,84982,38272,12021,0.16
92592,86149,96626,72492,10477,0.12
92595,73664,84258,29851,10593,0.14
92596,84123,96136,23172,12013,0.14
92602,110802,136325,22871,25522,0.23
92603,122622,178450,20184,55828,0.46
92604,85064,102204,26853,17139,0.20
92606,95841,107762,21495,11920,0.12
92610,114297,128463,11248,14165,0.12
92612,72424,92155,27522,19730,0.27
92614,86597,105386,24748,18789,0.22
92617,30913,67192,14044,36279,1.17
92618,95198,103094,16366,7896,0.08
92620,102095,122908,38486,20813,0.20
92624,68127,102851,7248,34724,0.51
92625,122354,206730,12478,84375,0.69
92626,74561,90467,49341,15906,0.21
92627,60895,80800,61510,19905,0.33
92629,83558,113499,25756,29940,0.36
92630,84716,101401,59182,16685,0.20
92637,38994,55083,16012,16089,0.41
92646,86972,101568,55224,14595,0.17
92647,72781,85271,57245,12490,0.17
92648,89797,115457,45317,25660,0.29
92649,88802,116306,32463,27504,0.31
92651,101084,175500,23881,74416,0.74
92653,99735,138930,29291,39195,0.39
92655,59215,71758,8337,12543,0.21
92656,98569,109797,49046,11227,0.11
92657,177199,304678,9741,127478,0.72
92660,104753,163087,34797,58333,0.56
92661,95577,139545,3744,43968,0.46
92662,87404,142911,2756,55507,0.64
92663,103817,150999,21649,47182,0.45
92672,71928,101889,34464,29960,0.42
92673,120403,145429,29309,25025,0.21
92675,81369,109697,34731,28328,0.35
92676,103036,126054,1945,23018,0.22
92677,97860,128479,63297,30619,0.31
92678,173095,186381,494,13286,0.08
92679,145593,174559,32611,28966,0.20
92683,58965,71229,89747,12264,0.21
92688,96983,111275,43792,14291,0.15
92691,92874,106023,47582,13149,0.14
92692,106242,126131,47222,19889,0.19
92694,125527,143971,21944,18443,0.15
92701,47027,57294,53908,10267,0.22
92703,52393,62707,65445,10314,0.20
92704,58595,69696,88123,11101,0.19
92705,86937,115209,44706,28272,0.33
92706,59596,77256,36457,17660,0.30
92707,57620,67745,59492,10124,0.18
92708,80444,98319,56004,17875,0.22
92780,65043,80347,57741,15303,0.24
92782,99658,122537,23032,22879,0.23
92801,50784,62034,62068,11249,0.22
92802,50519,62460,42690,11941,0.24
92804,53354,65817,85914,12463,0.23
92805,51184,59274,70401,8089,0.16
92806,58040,69538,37173,11498,0.20
92807,94139,112983,36155,18844,0.20
92808,108413,129723,20039,21310,0.20
92821,62986,72883,28717,9897,0.16
92823,98946,134553,3613,35606,0.36
92831,64450,79249,34204,14799,0.23
92832,60193,71044,24752,10850,0.18
92833,72446,86494,51767,14048,0.19
92835,85472,107427,24010,21954,0.26
92840,62196,70338,54083,8141,0.13
92841,61207,73120,32845,11912,0.19
92843,56551,67222,45214,10670,0.19
92844,50471,68061,24307,17590,0.35
92845,87295,94809,16333,7514,0.09
92860,76809,93511,27198,16702,0.22
92861,139542,193845,5781,54302,0.39
92865,77006,87272,19704,10265,0.13
92866,61014,71130,14885,10116,0.17
92867,84122,104628,44515,20505,0.24
92868,60389,70584,25404,10194,0.17
92869,97488,124485,37184,26997,0.28
92870,78716,91171,52024,12455,0.16
92879,63266,74242,46745,10975,0.17
92880,96817,109227,58763,12409,0.13
92881,106555,121767,30991,15212,0.14
92882,76680,88545,67917,11865,0.15
92883,101039,112160,29301,11120,0.11
92886,103891,131022,46564,27130,0.26
92887,129396,167890,20006,38494,0.30
93001,51018,71346,32963,20328,0.40
93003,73451,84286,50474,10834,0.15
93004,71782,86091,29149,14309,0.20
93010,85888,100036,42901,14148,0.16
93012,95670,113336,34617,17666,0.18
93013,68142,93302,16076,25160,0.37
93015,63778,73873,17332,10095,0.16
93021,99132,118520,36422,19387,0.20
93022,74932,93680,6106,18747,0.25
93023,66493,90615,20267,24121,0.36
93030,52932,66188,59372,13255,0.25
93033,50412,60120,82728,9707,0.19
93035,79924,98618,27732,18694,0.23
93036,66894,76879,41691,9984,0.15
93040,49019,56551,2025,7531,0.15
93041,56515,63048,23641,6533,0.12
93043,51713,60443,333,8729,0.17
93060,53144,66773,32811,13629,0.26
93063,87346,101288,54366,13941,0.16
93064,111114,122391,40,11277,0.10
93065,93759,107593,72508,13833,0.15
93066,89859,136144,3102,46285,0.52
93067,91979,120859,895,28880,0.31
93101,52843,70415,31683,17572,0.33
93103,66797,96617,20249,29820,0.45
93105,79562,105900,24815,26337,0.33
93108,96163,172066,11112,75903,0.79
93109,73300,101661,10858,28360,0.39
93110,74550,104153,16829,29603,0.40
93111,86559,103888,17370,17329,0.20
93117,58438,73253,53207,14814,0.25
93201,29028,37031,1348,8003,0.28
93202,50828,58480,4143,7652,0.15
93203,34000,40386,20938,6385,0.19
93205,25536,39683,2113,14147,0.55
93206,47394,57539,2300,10145,0.21
93207,52738,78043,263,25305,0.48
93208,52738,78043,104,25305,0.48
93210,25577,32436,11218,6859,0.27
93212,18761,25764,13961,7003,0.37
93215,32969,41555,49806,8585,0.26
93218,33038,50242,994,17203,0.52
93219,25783,33171,10194,7388,0.29
93220,51731,60061,211,8330,0.16
93221,45658,56431,14945,10773,0.24
93222,62049,73003,2099,10954,0.18
93223,34804,42933,10604,8128,0.23
93224,47826,63246,451,15419,0.32
93225,52586,59659,4742,7073,0.13
93226,31054,54795,282,23741,0.76
93230,53665,64139,65264,10474,0.20
93234,24305,30793,6987,6488,0.27
93235,46624,58806,4559,12181,0.26
93238,31128,54874,1490,23746,0.76
93239,38150,47669,1654,9518,0.25
93240,29344,41947,6056,12602,0.43
93241,32405,40337,17489,7932,0.24
93242,46593,56888,3468,10294,0.22
93243,62518,73143,1699,10625,0.17
93244,50384,70007,534,19622,0.39
93245,54228,63767,37412,9539,0.18
93247,35142,45626,17423,10484,0.30
93249,31101,40854,2739,9753,0.31
93250,36087,42849,13522,6762,0.19
93251,43472,58414,270,14941,0.34
93252,46282,60798,4057,14515,0.31
93254,46819,69127,811,22307,0.48
93255,31054,54795,614,23741,0.76
93256,28908,45795,5753,16887,0.58
93257,37914,47043,64774,9129,0.24
93258,40000,52671,2046,12671,0.32
93260,52738,78043,200,25305,0.48
93261,28991,36988,3099,7997,0.28
93262,57879,75084,63,17205,0.30
93263,39026,48059,19582,9032,0.23
93265,50926,74864,3699,23938,0.47
93266,38933,48647,1587,9714,0.25
93267,35980,48606,6237,12626,0.35
93268,38557,50200,16897,11643,0.30
93270,33101,50659,5837,17557,0.53
93271,57879,75084,2276,17205,0.30
93272,32852,43943,3583,11091,0.34
93274,48504,56458,69721,7954,0.16
93276,50078,67790,161,17712,0.35
93277,56692,68618,50607,11926,0.21
93280,18916,23420,14134,4503,0.24
93283,33903,45544,2040,11640,0.34
93285,30806,54124,2536,23318,0.76
93286,40295,48861,9548,8566,0.21
93287,31054,54795,119,23741,0.76
93291,54877,71466,52849,16589,0.30
93292,53110,66501,39032,13390,0.25
93301,35131,50001,12248,14869,0.42
93304,36371,45409,48731,9038,0.25
93305,37340,46869,37601,9529,0.26
93306,50400,62047,64587,11647,0.23
93307,35780,43139,82658,7358,0.21
93308,49494,60431,52447,10936,0.22
93309,52318,62506,58409,10188,0.19
93311,81704,102928,40829,21223,0.26
93312,87449,99639,56741,12189,0.14
93313,62945,71113,43553,8167,0.13
93314,98196,116354,22393,18158,0.18
93401,54820,72639,26250,17819,0.33
93402,57769,68367,14318,10598,0.18
93405,28150,42802,28994,14651,0.52
93420,68486,89128,28413,20641,0.30
93422,63195,73920,31375,10725,0.17
93424,99318,152974,1261,53656,0.54
93426,64775,77000,1401,12224,0.19
93427,75089,101917,5505,26828,0.36
93428,71054,90047,6314,18992,0.27
93429,45507,52174,154,6667,0.15
93430,53383,74721,2972,21337,0.40
93432,71469,89084,1384,17615,0.25
93433,47851,60711,13162,12859,0.27
93434,42627,47529,7110,4902,0.11
93436,54839,68867,54017,14028,0.26
93437,51439,60629,3338,9190,0.18
93440,75541,102090,2058,26549,0.35
93441,90996,135944,1530,44947,0.49
93442,51355,66419,10789,15063,0.29
93444,64560,79573,19244,15013,0.23
93445,39867,48789,7173,8921,0.22
93446,60862,76121,43714,15259,0.25
93449,66262,99924,7657,33661,0.51
93450,68553,80030,740,11477,0.17
93451,66225,86642,3779,20416,0.31
93452,49764,88798,524,39034,0.78
93453,65668,79266,2899,13598,0.21
93454,50421,66590,36448,16169,0.32
93455,65671,78693,41684,13022,0.20
93458,46488,55474,55431,8986,0.19
93460,93544,129970,5255,36425,0.39
93461,66375,100927,1623,34551,0.52
93463,69848,105219,7646,35371,0.51
93465,81146,96760,9153,15614,0.19
93501,26915,44205,5467,17290,0.64
93505,44421,55757,14038,11336,0.26
93510,91031,107922,7993,16891,0.19
93512,73545,74879,277,1334,0.02
93513,56645,58494,1763,1849,0.03
93514,50294,63516,13857,13222,0.26
93516,37766,56064,2299,18298,0.48
93517,40903,48322,670,7419,0.18
93518,34005,58558,1146,24552,0.72
93519,34336,43923,101,9587,0.28
93522,38983,50989,48,12006,0.31
93523,52632,62377,3074,9744,0.19
93524,62500,72336,229,9836,0.16
93526,56645,58494,719,1849,0.03
93527,55460,75031,2387,19570,0.35
93528,34339,43915,172,9576,0.28
93529,73545,74879,633,1334,0.02
93530,38983,50989,47,12006,0.31
93531,73811,95164,509,21353,0.29
93532,83229,92017,2932,8788,0.11
93534,41140,51146,39341,10006,0.24
93535,46406,54245,71877,7838,0.17
93536,50993,60483,52186,9490,0.19
93541,41050,48442,449,7391,0.18
93543,54228,61707,13033,7479,0.14
93544,53101,79290,1259,26189,0.49
93545,39017,51003,2082,11986,0.31
93546,57254,70569,9567,13314,0.23
93549,38983,50989,344,12006,0.31
93550,44866,53518,74929,8652,0.19
93551,81913,94767,50798,12854,0.16
93552,59286,69113,38158,9827,0.17
93553,53519,78679,2138,25160,0.47
93554,34339,43915,72,9576,0.28
